emp_no,first_name,last_name,title,from_date,salary,rnum
468354,Nishit,Kolvik,Senior Staff,1994-05-19,43890,1
468358,Bojan,Varman,Senior Engineer,1992-10-02,77758,1
468365,Chinho,Crooks,Senior Engineer,1993-11-26,49470,1
468371,Stamatina,Viele,Senior Staff,1993-06-07,70930,1
468381,Zhilian,Cangellaris,Senior Staff,1995-10-14,47243,1
468384,Yuchang,Gyimothy,Engineer,1989-11-06,40000,1
468387,Kaijung,Pews,Senior Staff,1991-01-16,79558,1
468393,Kendra,Puppo,Senior Engineer,1997-09-01,62704,1
468436,Vatsa,Griswold,Senior Engineer,1999-01-05,40106,1
468446,Boguslaw,Morris,Senior Staff,1992-11-01,91691,1
468449,Soenke,Improta,Senior Engineer,2000-04-19,40000,1
468453,Lillian,Worfolk,Senior Staff,1994-06-15,65431,1
468465,Yuping,McDermid,Senior Staff,1994-02-08,43663,1
468476,Prasadram,Mitina,Senior Engineer,1996-10-16,40000,1
468490,Sudhanshu,Hainaut,Senior Staff,2001-12-05,40000,1
468496,Annemarie,Zongker,Engineer,1987-10-08,40148,1
468497,Odinaldo,Rettelbach,Senior Staff,2000-10-24,49628,1
468500,Zito,Auria,Senior Engineer,1988-08-24,40000,1
468523,Odoardo,Braunschweig,Engineer,1998-06-29,47749,1
468534,Ipke,Staelin,Senior Engineer,1995-08-27,40000,1
468550,Richard,Hiroyama,Senior Staff,1986-06-04,86092,1
468574,Dines,Leijenhorst,Engineer,1997-03-13,81726,1
468594,Alenka,Beetstra,Senior Staff,1987-05-18,51077,1
468597,Masako,Polajnar,Senior Engineer,1999-07-21,40000,1
468615,Tzvetan,Zaiane,Staff,1998-07-09,60028,1
468620,Paraskevi,Majewski,Staff,1990-12-22,63947,1
468624,Nalini,Beznosov,Senior Staff,1988-10-19,88177,1
468629,Arno,Heydon,Senior Staff,1997-02-02,68653,1
468650,Alexius,Huttel,Senior Engineer,1994-05-05,52093,1
468671,Hailing,Calkin,Engineer,1999-03-27,40000,1
468673,Moheb,Acton,Senior Engineer,2001-07-12,74005,1
468686,Wuxu,Biron,Senior Engineer,1990-06-10,40000,1
468689,Vitali,Fujisaki,Senior Staff,1996-03-13,52516,1
468717,Dekang,Soloway,Senior Engineer,1997-06-14,42842,1
468724,Bangqing,Molenkamp,Senior Engineer,1994-03-13,45727,1
468743,Constantine,Rosin,Senior Engineer,2001-10-19,40000,1
468779,Aemilian,Guting,Senior Engineer,1992-07-02,79728,1
468804,Atreye,Axelband,Engineer,1995-07-11,48385,1
468806,Howell,Tsukuda,Senior Engineer,1994-09-20,40000,1
468816,Jiang,Bennet,Senior Staff,1993-07-25,48438,1
468825,Aruna,Breugel,Senior Staff,1995-12-26,66997,1
468840,Sarita,Nitsch,Senior Staff,1996-03-10,54522,1
468844,Chiradeep,Jenevein,Senior Staff,1995-10-01,48794,1
468846,Zengping,Gilg,Senior Staff,1986-03-25,54376,1
468871,Chikara,Kaltofen,Senior Staff,1995-02-15,67877,1
468878,Anwar,Rubsam,Senior Engineer,1994-02-16,40000,1
468884,Marin,Cusworth,Senior Staff,1994-09-18,63844,1
468899,Yunming,Pehl,Senior Engineer,1987-02-16,45087,1
468902,Zhonghua,Aumann,Senior Staff,1997-04-16,59813,1
468903,Lucian,Bael,Engineer,1999-10-18,54499,1
468924,Zita,Wossner,Senior Engineer,1989-12-04,40000,1
468933,Fatemeh,Rodite,Staff,1987-12-02,44440,1
468942,Jouni,Matzat,Senior Staff,1991-05-23,80414,1
468947,Xiaoheng,Manders,Engineer,1985-08-14,73536,1
468950,Jovan,Mundy,Senior Engineer,1995-11-18,60639,1
468961,Rafael,Piancastelli,Engineer,1999-10-29,40135,1
468979,Tomoyuki,Straney,Senior Engineer,1994-03-09,52804,1
468986,Srinidhi,McAlpine,Senior Staff,1991-11-04,40000,1
469029,Nidapan,Remmele,Technique Leader,1994-10-02,61440,1
469048,Chuanti,Choobineh,Technique Leader,1995-01-26,60608,1
469052,Shih,Zockler,Senior Engineer,1992-04-22,40000,1
469058,Byong,Brender,Senior Engineer,1994-08-09,51499,1
469073,Arlette,Luck,Senior Staff,1996-11-20,40000,1
469078,Moheb,Horswill,Senior Engineer,1989-09-10,40000,1
469091,Karlis,Baek,Senior Staff,1998-12-22,65987,1
469108,Constantino,Bashian,Senior Staff,1992-06-08,84890,1
469138,Basim,Shihab,Engineer,1994-07-17,69781,1
469145,Berhard,Szilard,Senior Staff,2002-04-05,40000,1
469152,Odysseas,Vandervoorde,Staff,1995-02-25,45952,1
469153,Gad,Masaki,Senior Staff,1999-01-01,59103,1
469164,Baruch,Lenart,Senior Engineer,1988-03-01,50832,1
469174,Khoa,Rousseau,Senior Staff,1992-07-20,42835,1
469191,Garnet,Krohm,Staff,1987-08-21,71990,1
469201,Yechezkel,Nooteboom,Staff,1986-11-05,56807,1
469204,Kayoko,Madeira,Senior Staff,1994-09-18,69369,1
469217,Kazuhira,Milicic,Senior Staff,1994-03-27,94107,1
469230,Serap,Brizzi,Senior Engineer,1995-10-16,54470,1
469232,Prodip,Zambonelli,Senior Staff,1998-06-10,42069,1
469243,Sadegh,Rissland,Senior Staff,1994-04-13,40000,1
469259,Tooru,Kushnir,Staff,1990-09-27,40000,1
469280,Matk,Baaz,Senior Engineer,1995-03-11,59760,1
469281,Shawna,Picht,Senior Staff,2001-12-21,44094,1
469284,Karlis,Anido,Technique Leader,1989-11-26,40000,1
469290,Mostafa,Varker,Senior Engineer,1993-11-01,54210,1
469293,Phule,Koyama,Senior Staff,1997-06-08,79477,1
469304,Ioana,Holburn,Engineer,1998-02-06,46548,1
469307,Koldo,Serna,Technique Leader,1988-06-22,57135,1
469313,Tiina,Hebden,Senior Staff,1994-09-10,50558,1
469314,Eberhardt,Krupka,Senior Engineer,1993-04-14,40000,1
469315,Rildo,Taubenfeld,Senior Engineer,1986-05-10,40000,1
469319,Uinam,Foote,Senior Engineer,1991-09-22,40000,1
469340,Thanasis,Godskesen,Technique Leader,1996-02-02,45476,1
469357,Taisook,Domenig,Technique Leader,1997-08-06,40000,1
469358,Beshir,Haraldson,Senior Staff,1994-09-23,43899,1
469362,Martine,Nishimukai,Senior Engineer,1994-03-06,40000,1
469383,Uli,Malinowski,Engineer,1999-05-30,42819,1
469384,Shahab,Nivat,Senior Staff,1996-11-11,59229,1
469386,Cristinel,Cangellaris,Senior Staff,1995-08-27,57100,1
469431,Yuguang,Gist,Senior Staff,1995-10-14,40000,1
469434,Yuuichi,Gils,Technique Leader,1986-05-28,44314,1
469439,Manibrata,Erva,Staff,1994-05-03,64244,1
469444,Toshimori,Kaiserswerth,Senior Engineer,1996-12-13,40000,1
469447,Anneli,Zirintsis,Senior Staff,1995-09-24,65983,1
469475,Hein,Munos,Senior Engineer,1997-06-30,40000,1
469493,Hugo,Talmon,Senior Staff,1999-06-19,56111,1
469502,Xiaoqiang,Lung,Senior Engineer,2001-05-03,43480,1
469509,Constantijn,Kaiserswerth,Senior Engineer,1995-06-09,65172,1
469536,Kinh,Chenney,Senior Staff,1990-05-04,74353,1
469543,Saeed,Spelt,Senior Engineer,1996-02-28,62518,1
469546,Krassimir,Ginesta,Senior Engineer,1994-06-12,71289,1
469575,Mircea,Collavizza,Senior Staff,1990-12-24,62006,1
469580,Weiye,Escriba,Senior Engineer,1994-10-05,40000,1
469594,Erez,Gonthier,Engineer,1994-02-19,40000,1
469598,Hitomi,Escriba,Senior Staff,1992-09-13,80094,1
469599,Arunas,Keirsey,Senior Engineer,1995-12-07,60417,1
469608,Boalin,Merle,Staff,1988-05-02,74634,1
469623,Pragnesh,Gurbaxani,Engineer,1987-08-19,40000,1
469665,Manibrata,Bressoud,Senior Engineer,1994-02-14,64540,1
469670,Kasidit,Lyonns,Senior Staff,1998-03-01,58379,1
469672,Guadalupe,Hashii,Senior Staff,1999-03-27,52140,1
469696,Makato,Harnett,Senior Staff,1991-10-01,85821,1
469699,Xuejia,Rothe,Senior Staff,1995-06-07,85939,1
469705,Denis,Kamber,Senior Staff,1993-04-16,57679,1
469713,Weicheng,Lukaszewicz,Senior Engineer,2000-01-01,54510,1
469720,Sarita,Rissland,Senior Engineer,1986-10-23,51182,1
469726,Ranga,Stasinski,Senior Engineer,2002-01-05,40000,1
469728,Randy,Dratva,Engineer,1997-11-16,61110,1
469731,Ramya,Bierman,Senior Staff,1997-05-31,40000,1
469733,Vishu,Khasidashvili,Senior Staff,1995-07-07,40000,1
469740,Tetsurou,Butterworth,Senior Staff,1987-07-29,40000,1
469758,Krisda,Pell,Senior Engineer,1999-12-20,40000,1
469769,Ewing,Pelz,Senior Staff,1992-02-17,47591,1
469794,Adit,Chartres,Senior Engineer,1995-07-06,40000,1
469799,Genki,Bahl,Senior Engineer,1991-03-28,40000,1
469806,Renny,Gelosh,Senior Engineer,1997-06-19,40057,1
469807,Bangqing,Huxford,Technique Leader,1987-01-07,40000,1
469811,Marco,Braccini,Senior Staff,1998-04-26,80218,1
469830,Lillian,Cummings,Technique Leader,1985-10-24,42940,1
469834,Shahaf,Parveen,Senior Engineer,1993-07-06,46895,1
469839,Godehard,Luga,Senior Engineer,1993-05-01,48823,1
469855,Arto,Cherinka,Senior Engineer,2001-01-02,40000,1
469887,Gad,Highland,Senior Engineer,1998-10-15,69432,1
469892,Michaela,Strandh,Senior Engineer,1992-02-06,43726,1
469894,Fumiyo,Pargas,Senior Engineer,1994-04-22,90459,1
469899,Make,Streng,Senior Staff,1988-09-12,65500,1
469910,Huiqun,Baranowski,Senior Engineer,1991-04-09,41676,1
469919,Maya,Isaac,Senior Engineer,1988-08-03,60584,1
469929,Isaac,Cardazo,Senior Staff,1992-04-24,40000,1
469938,Martial,Stroustrup,Staff,1997-02-09,46579,1
469944,Tianruo,Frijda,Senior Staff,1998-09-24,61491,1
469951,Kien,Ebeling,Engineer,1995-03-16,40000,1
469958,Mikhail,Orlowska,Senior Staff,1994-05-28,55186,1
469972,Zhenhua,Litzler,Staff,1998-06-25,46635,1
469976,Mamdouh,Loncour,Senior Engineer,1993-05-18,40000,1
469985,Adit,Magliocco,Senior Engineer,1988-04-22,40000,1
469995,Kerhong,Birjandi,Senior Staff,1996-04-20,40000,1
469996,Yuping,Orlowska,Senior Engineer,1995-05-31,43561,1
470004,Sham,Couchot,Senior Staff,1995-12-11,40000,1
470014,Gro,Khasidashvili,Senior Engineer,1998-04-19,40000,1
470017,Nidapan,Swift,Senior Staff,1994-02-22,73044,1
470018,Fuqing,Erez,Staff,1999-05-30,76855,1
470033,Carrsten,Ciolek,Senior Staff,1998-04-27,65284,1
470064,Jiong,Haldar,Senior Engineer,1995-01-31,45428,1
470068,Dzung,Valtorta,Assistant Engineer,1988-06-12,80485,1
470078,Guther,Varley,Staff,1995-09-01,44602,1
470082,Goa,Kenevan,Senior Engineer,1985-06-06,50219,1
470084,Tsvetan,Krychniak,Technique Leader,1996-03-08,40901,1
470102,Tze,Stamatiou,Senior Staff,1985-05-14,47222,1
470116,Xiaocheng,Anily,Senior Engineer,1995-11-05,40000,1
470117,Hailing,Varman,Assistant Engineer,1999-11-17,40000,1
470127,Jahangir,Limongiello,Engineer,1997-01-24,50313,1
470137,Nahum,Llado,Staff,1997-01-31,65065,1
470150,Richard,Foong,Senior Staff,1986-10-19,77765,1
470200,Dipankar,Rosar,Senior Engineer,1997-07-08,40000,1
470212,Mark,Fraisse,Senior Staff,1993-06-13,48126,1
470234,Zhonghui,Vanwelkenhuysen,Engineer,1998-12-30,40000,1
470235,Yuqun,Hanratty,Senior Engineer,1992-12-04,47137,1
470264,Premal,Undy,Senior Staff,1998-03-16,79181,1
470276,Ishfaq,Kalorkoti,Senior Engineer,1994-11-08,40000,1
470284,Dzung,Deverell,Engineer,1995-09-15,47380,1
470292,Danco,Swiler,Senior Staff,1986-04-28,50582,1
470309,Xuedong,Gerlach,Senior Engineer,1997-05-07,40868,1
470318,Remmert,Kolinko,Senior Staff,2000-10-25,40000,1
470326,Weiye,Cummings,Engineer,1995-12-10,53141,1
470343,Godehard,Kaelbling,Engineer,1997-06-16,40000,1
470364,Pranas,Munawer,Engineer,1997-09-08,40000,1
470366,Jianhao,Llado,Technique Leader,1985-07-11,53039,1
470387,Krassimir,Francisci,Staff,1994-03-18,40000,1
470391,Eishiro,Baezner,Senior Engineer,1992-04-13,49088,1
470393,Khatoun,Botman,Senior Staff,1999-08-04,58276,1
470400,Kenroku,Chinal,Senior Staff,1995-03-28,40000,1
470411,Eric,Worfolk,Senior Engineer,1998-01-27,71354,1
470419,Fusako,Woycyznski,Senior Staff,1998-08-20,40000,1
470443,Ioana,Ciolek,Engineer,1994-10-13,47906,1
470459,Limsoon,Ruther,Senior Engineer,1987-10-18,40000,1
470475,Josyula,Siepmann,Senior Staff,1992-01-28,67126,1
470481,Perla,Basagni,Engineer,1988-02-01,42470,1
470494,Fabrizio,Argence,Senior Staff,1994-09-16,71149,1
470497,Unal,Reinhard,Senior Staff,1997-12-15,88732,1
470511,Uno,Kawashima,Senior Engineer,1986-05-03,40000,1
470531,Willard,Makrucki,Senior Staff,1995-11-20,40000,1
470533,Sakthirel,Comellas,Senior Staff,1993-09-18,74098,1
470546,Susanne,Barvinok,Senior Staff,1992-02-23,42079,1
470550,Uno,Perng,Engineer,1996-12-24,41178,1
470554,Mack,Mungall,Senior Engineer,1995-07-09,47917,1
470567,Pantung,Jumpertz,Senior Engineer,1992-03-10,80362,1
470574,Chrisa,Schaar,Senior Staff,1994-06-20,99169,1
470578,Reuven,Staelin,Senior Staff,1993-07-26,60945,1
470590,Changho,Birsak,Engineer,1999-07-20,49937,1
470603,Chikara,Kaiser,Senior Staff,1997-03-02,51870,1
470610,Jacqueline,Berztiss,Engineer,1999-09-14,65589,1
470613,Kazuhiro,Benveniste,Senior Staff,1996-08-29,45722,1
470619,Rimli,Junot,Senior Staff,1997-02-02,78349,1
470630,Huican,Jarecki,Senior Staff,1996-12-22,59297,1
470639,Xiaoqiang,Thebaut,Senior Staff,1995-04-24,54651,1
470651,Aleksandar,Stellhorn,Senior Engineer,1994-08-17,40000,1
470657,Richara,Wissmann,Senior Engineer,1996-02-17,40000,1
470662,Kenton,Beilner,Senior Staff,1998-11-29,40000,1
470665,Mats,Uhrik,Senior Staff,1996-07-31,69410,1
470666,Niteen,Pusterhofer,Senior Engineer,1995-03-08,40000,1
470669,Shaowei,Dehkordi,Senior Staff,1993-06-18,45941,1
470673,Yongqiao,Neiman,Engineer,1999-09-18,62742,1
470689,Tomofumi,Koprowski,Senior Staff,1999-06-02,65979,1
470716,Munehiko,Nitsche,Engineer,1997-10-03,68962,1
470758,Tsz,Reistad,Senior Staff,1996-07-21,51546,1
470762,Ebbe,Cooke,Senior Engineer,1994-05-17,51596,1
470767,Sachin,Poehlman,Senior Engineer,1993-06-14,51592,1
470782,Fen,Henders,Senior Staff,1995-08-19,40000,1
470830,Paloma,Backhouse,Senior Staff,2000-08-17,40000,1
470840,Barry,Bernick,Senior Staff,1987-04-29,59382,1
470858,Barton,Lorin,Senior Engineer,1993-06-22,40000,1
470861,Gian,Schaad,Senior Engineer,1991-06-09,51818,1
470866,Huai,Berztiss,Senior Staff,1994-12-18,60119,1
470867,Marlo,Uludag,Senior Engineer,1993-03-08,40000,1
470872,Feipei,Clouatre,Engineer,1986-03-05,40000,1
470882,Mabhin,Sabnani,Senior Staff,1995-08-30,40000,1
470901,Aral,Rajaraman,Senior Staff,1989-01-22,40000,1
470905,Tesuro,Goodrum,Senior Staff,1997-01-21,97430,1
470933,Lakshmi,Walstra,Technique Leader,1988-09-03,40000,1
470973,Juyoung,Zastre,Senior Engineer,1988-12-29,47856,1
470976,Snehasis,Dredge,Senior Staff,1993-07-24,66065,1
470979,Nahum,dAstous,Senior Engineer,1994-03-30,69519,1
471017,Miomir,Erie,Senior Engineer,1996-11-24,40000,1
471023,Rildo,Ligten,Staff,1995-01-16,59265,1
471038,Arumugam,Marrakchi,Senior Engineer,1998-09-11,54381,1
471039,Satoru,Menhoudj,Staff,1998-07-13,40000,1
471050,Mingdong,Sluis,Senior Engineer,2001-03-22,53084,1
471064,Anoosh,Perl,Senior Engineer,1995-09-18,40777,1
471065,Herbert,Stafford,Senior Staff,1995-11-27,72590,1
471073,Vugranam,Bresenham,Senior Engineer,1987-12-14,40000,1
471079,Kasturi,Swiss,Senior Staff,1997-06-17,61184,1
471080,Jeane,Morton,Staff,1997-04-07,43929,1
471096,Ingmar,Merli,Senior Engineer,1986-10-09,46426,1
471103,Zissis,Bouloucos,Engineer,1998-03-09,40000,1
471107,Akeno,Muhlberg,Senior Engineer,1987-09-09,40000,1
471124,Shakhar,Falck,Technique Leader,1991-12-21,62904,1
471131,Subhankar,Wixon,Senior Staff,1993-04-29,57027,1
471136,Arvind,Birch,Engineer,1999-02-13,55526,1
471139,Kiyotoshi,Collavizza,Engineer,1999-12-15,58547,1
471140,Noritoshi,Halloran,Senior Engineer,1993-04-16,75737,1
471151,Murthy,Curless,Senior Staff,2000-04-17,47622,1
471155,Samphel,Kaiser,Senior Engineer,1992-08-11,60184,1
471156,Venkatesan,Shimshoni,Senior Engineer,1996-09-19,59111,1
471160,Shounak,Unni,Senior Engineer,1994-10-10,40000,1
471162,Renee,Pouyioutas,Senior Staff,1995-04-01,40000,1
471173,Bedrich,Kaiser,Senior Engineer,1988-07-24,45239,1
471180,Gianluca,Mitchem,Senior Engineer,1988-09-27,45279,1
471183,Remco,Trumbly,Technique Leader,1999-09-13,44963,1
471233,Shigehito,Kalefeld,Senior Staff,1996-04-05,42136,1
471239,Adas,Marletta,Senior Staff,1998-11-06,40000,1
471255,Mohua,Luck,Senior Engineer,1992-07-16,40095,1
471264,Danae,Msuda,Senior Engineer,1996-01-31,40000,1
471271,Domenico,Kushnir,Senior Staff,1994-10-10,47736,1
471293,Christoper,Ranon,Senior Engineer,1999-05-14,40000,1
471295,Pragnesh,Cronau,Senior Staff,1992-07-10,87731,1
471297,Zeljko,Ramras,Engineer,1998-07-18,48374,1
471300,Jaana,Rassart,Senior Staff,1993-05-19,49134,1
471304,Shrikanth,Barvinok,Senior Engineer,1991-05-02,40000,1
471322,Aloys,Poupard,Senior Engineer,2001-08-20,40000,1
471327,Ziva,Paciorek,Senior Engineer,1996-10-29,62685,1
471336,Florian,Diderrich,Senior Staff,1993-11-05,43437,1
471353,Ayonca,Naumovich,Senior Staff,1999-10-14,66540,1
471361,Gaurav,Gewali,Staff,1994-11-01,59401,1
471363,Isamu,Sridhar,Senior Staff,1994-01-17,44531,1
471366,Ravishankar,Reinhard,Senior Engineer,1993-02-27,48220,1
471375,Youssef,Beeson,Senior Staff,1996-09-10,41901,1
471385,Nirmal,Ratzlaff,Senior Engineer,1996-07-12,72415,1
471395,Rasikan,Eickenmeyer,Senior Staff,1994-09-16,75448,1
471396,Monique,Itschner,Senior Staff,1999-12-17,79648,1
471404,Toshimo,Kopetz,Senior Staff,1995-08-05,42075,1
471419,Gully,Monarch,Senior Engineer,1995-07-20,46580,1
471422,Teunis,Atchley,Staff,1998-09-18,85455,1
471425,Shen,Asmuth,Senior Engineer,1989-11-01,40000,1
471432,Leszek,Vrecion,Senior Staff,1994-05-14,44299,1
471433,Takanari,Khamsi,Senior Engineer,1992-02-24,50342,1
471437,Christoper,Impagliazzo,Engineer,1998-01-05,51073,1
471439,Theirry,Czaja,Staff,1999-08-07,69705,1
471444,Xinan,Welham,Senior Staff,1994-08-03,66925,1
471445,Duangkaew,Zaccaria,Senior Engineer,1992-10-11,80420,1
471461,Jovan,Brickell,Senior Staff,2000-12-03,40000,1
471467,Nimmagadda,Gien,Senior Engineer,1999-01-07,40000,1
471472,Youjian,Halloran,Senior Engineer,1993-11-11,52864,1
471483,Janalee,Ozeki,Staff,1998-09-05,64223,1
471494,Khatoun,Kornyak,Engineer,1988-03-17,43911,1
471517,Arnd,Siochi,Senior Staff,1999-06-17,58296,1
471521,Martien,Vesna,Senior Engineer,1991-06-04,55251,1
471529,Munir,Aloia,Senior Staff,2002-05-10,76906,1
471545,Kwangyoen,Guting,Technique Leader,1999-12-20,40000,1
471549,Alejandro,Ramsak,Engineer,1995-03-10,40000,1
471550,Sadegh,Fujisaki,Senior Staff,1986-08-22,63194,1
471577,Xiaoheng,Maccarone,Senior Engineer,1997-03-26,40000,1
471584,Volkmar,Ranon,Engineer,1996-10-16,60526,1
471589,Jiong,Vuskovic,Senior Staff,1997-01-04,40000,1
471606,Masadi,Kropp,Senior Engineer,1993-09-08,40000,1
471622,Baziley,Rothenberg,Senior Staff,1997-12-24,40000,1
471631,Mingsen,Ibel,Senior Staff,1985-07-31,40418,1
471637,Jaihie,Butner,Engineer,1999-12-22,40000,1
471646,Leandro,Unni,Senior Engineer,1987-10-31,40000,1
471647,Zhiwei,Puppe,Senior Staff,2000-10-20,40000,1
471653,Janche,Tyugu,Engineer,1994-08-04,42653,1
471666,Babette,Kenevan,Senior Engineer,1986-11-17,59151,1
471679,Suzette,Bazelow,Senior Staff,1997-02-26,86579,1
471683,Christ,Yetto,Senior Staff,2001-11-29,69403,1
471708,Nagui,Candan,Senior Engineer,1988-01-26,40000,1
471710,Soenke,Junot,Senior Staff,1988-06-27,40000,1
471716,Yuichiro,Billingsley,Technique Leader,1992-11-07,40000,1
471719,Basant,Gerteisen,Senior Staff,1988-06-05,88981,1
471726,Xiadong,Hashii,Engineer,1999-10-10,48118,1
471745,Bilhanan,Munos,Senior Engineer,1994-06-29,40000,1
471747,Tadahiro,Krider,Senior Staff,1986-09-26,40000,1
471748,Mayumi,Picel,Senior Engineer,1998-07-13,40000,1
471753,Arlette,Pero,Senior Engineer,1995-07-31,47911,1
471764,Gao,Schaaf,Senior Engineer,1997-02-18,58180,1
471768,Rutger,Cannard,Engineer,1999-01-25,40000,1
471782,Alexius,Strehl,Senior Engineer,1990-10-10,40000,1
471790,Charmane,Asrin,Senior Staff,1987-02-09,63830,1
471792,Tsutomu,Etalle,Assistant Engineer,1986-10-07,40000,1
471800,Guttorm,Diderrich,Senior Staff,1994-08-12,63471,1
471809,Moty,Paciorek,Staff,1998-08-26,40000,1
471814,Saeed,Keustermans,Engineer,1996-09-16,40000,1
471833,Tuval,Merlo,Senior Engineer,2001-01-18,40000,1
471847,Katsuo,Maccarone,Senior Staff,1992-03-20,61490,1
471857,Sadegh,Srimani,Engineer,1988-03-10,51718,1
471861,Morris,Orlowski,Senior Engineer,1995-09-04,40000,1
471867,Zhensheng,Katalagarianos,Senior Engineer,1997-07-18,40000,1
471870,Tze,Seiwald,Senior Staff,1993-11-09,40000,1
471882,Chiradeep,Velasco,Senior Engineer,1992-04-07,40000,1
471899,Eran,Molberg,Senior Staff,1999-11-22,40000,1
471904,Youssef,Brender,Senior Staff,1995-07-07,69249,1
471929,Kristen,Bale,Engineer,1999-12-24,66719,1
471942,Heekeun,Hardjono,Senior Engineer,2002-06-23,59805,1
471943,Alselm,Pleszkun,Senior Engineer,1989-05-28,53569,1
471960,Junichi,Cooley,Senior Engineer,1996-07-14,48564,1
471964,Janche,Leaver,Senior Staff,1994-03-12,81581,1
471970,Lalit,Demos,Senior Staff,2001-06-29,40000,1
471975,Otilia,Zschoche,Senior Engineer,1985-08-11,49784,1
471976,Torsten,Henseler,Senior Engineer,1995-10-02,47988,1
471981,Xiaoqiu,Huhdanpaa,Senior Engineer,1998-12-16,47241,1
471986,Mads,Ranst,Assistant Engineer,1999-10-30,46126,1
471991,Janche,Farrag,Senior Engineer,2002-05-21,40000,1
471997,Uwe,Mukaidono,Staff,1995-01-22,40000,1
472008,Fen,Salvesen,Senior Engineer,1997-02-08,50624,1
472009,Kotesh,Basart,Senior Staff,1989-05-03,40718,1
472012,Evgueni,Kavraki,Senior Engineer,1987-10-22,40000,1
472013,Phule,Douceur,Senior Staff,1988-04-26,68937,1
472020,Leszek,Litzler,Senior Engineer,1998-01-11,57494,1
472021,Marsha,Wielonsky,Senior Staff,1987-06-25,79529,1
472026,Ronghao,Savasere,Senior Engineer,1985-08-05,40059,1
472035,Samphel,Lagarias,Engineer,1988-05-20,40000,1
472038,Garnet,Thombley,Senior Engineer,1993-04-29,57603,1
472056,LiMin,Molenaar,Technique Leader,1986-02-22,65205,1
472057,Lijie,Leivant,Staff,1993-12-19,40000,1
472064,Temple,Litecky,Senior Engineer,1985-03-16,48945,1
472066,Hugo,Schurmann,Senior Engineer,1999-03-25,54234,1
472116,Jaroslava,Azevdeo,Senior Engineer,1985-04-05,48848,1
472121,Jenwei,Serra,Senior Engineer,1995-12-08,61622,1
472130,Leucio,Biran,Senior Engineer,1986-01-26,67996,1
472149,Sverrir,Luck,Senior Engineer,1999-12-22,56745,1
472159,Vasilii,Ashish,Engineer,1994-11-24,40000,1
472172,Janalee,Dengi,Senior Engineer,1994-08-18,40000,1
472186,Dung,Janetzko,Senior Staff,1992-03-21,83339,1
472188,Stabislas,Jiang,Senior Engineer,1992-03-14,40000,1
472192,Padma,Wrigley,Senior Staff,1991-09-09,40000,1
472194,Bokyung,Zultner,Staff,1998-09-13,40000,1
472209,Kasturi,Thambidurai,Senior Engineer,1993-06-17,47458,1
472221,Takahiro,Naumovich,Senior Engineer,1993-02-03,40000,1
472234,Kensyu,Lunt,Senior Staff,1991-07-10,40000,1
472250,Roded,Maierhofer,Senior Engineer,1988-11-03,45767,1
472282,Takahira,Chachaty,Senior Engineer,1995-08-30,55040,1
472295,Sastry,Molberg,Staff,1997-07-11,95320,1
472303,Kiam,Schmiedel,Senior Staff,1998-10-08,40000,1
472309,Arunas,Chimia,Senior Staff,1996-06-28,67685,1
472310,Sashi,Dulin,Senior Staff,2000-05-14,40000,1
472335,Zeljko,Jansen,Senior Staff,1994-10-05,40000,1
472340,Gaurav,Jonsson,Senior Engineer,1992-08-07,40000,1
472366,Aral,Rattan,Technique Leader,1986-07-20,47944,1
472367,Barton,Oxenboll,Engineer,1988-10-06,52193,1
472381,Yucel,Maraist,Senior Engineer,1993-09-05,63129,1
472392,Uzi,Masada,Senior Staff,1988-03-23,51604,1
472399,Heping,Falck,Engineer,1997-11-28,58142,1
472402,Susanna,Rande,Senior Engineer,1996-06-18,67674,1
472403,Leah,Woycyznski,Senior Staff,1993-09-14,40000,1
472411,Tianruo,Veldwijk,Senior Engineer,1997-09-25,40000,1
472412,Zine,Eiter,Senior Engineer,1988-04-01,51447,1
472423,Claude,Itzfeldt,Senior Staff,2000-09-21,40000,1
472426,Baocai,Markovitch,Senior Staff,1999-06-03,49903,1
472429,Gully,Cyre,Senior Staff,1987-11-14,40000,1
472445,Val,Heuter,Senior Engineer,1998-04-23,42859,1
472459,Emdad,Peternell,Senior Engineer,2001-07-23,51482,1
472485,Tetsushi,Farrar,Senior Engineer,1997-09-07,57065,1
472489,Fei,Parfitt,Senior Staff,1995-08-30,40000,1
472496,Satosi,Marakhovsky,Senior Engineer,1995-12-19,40000,1
472509,Jaroslava,Bolotov,Senior Engineer,1997-01-30,54390,1
472512,Mayuri,Edelhoff,Senior Staff,1986-04-10,40000,1
472513,Sanjoy,Birta,Senior Staff,1991-06-23,63980,1
472518,Mong,Swift,Senior Engineer,1995-10-27,63556,1
472565,Qunsheng,Henders,Engineer,1997-01-27,54016,1
472574,Mingdong,Stassinopoulos,Technique Leader,1986-06-05,40000,1
472588,Mary,Rosti,Senior Engineer,1988-04-14,48814,1
472590,Yuuichi,Zyda,Engineer,1989-09-19,40000,1
472591,Eckart,Bondorf,Senior Staff,1993-04-26,40000,1
472612,Anyuan,Lanteri,Staff,1998-05-10,84652,1
472622,Kensei,Bage,Senior Staff,1988-12-15,55812,1
472633,Rosalyn,Picaronny,Senior Staff,1992-12-06,69994,1
472635,Jixiang,Tagansky,Senior Engineer,1994-06-11,40000,1
472640,Khun,Kobara,Senior Staff,1991-01-11,40000,1
